leverage,cooks_d,dfbeta_const,dfbeta_TAI,dfbeta_age,flag_high_leverage,flag_high_cooks,note
0.005047519949696187,0.0001039156781921829,0.015400461559191685,0.002151897532596913,-0.016037417489468957,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.005047519949696187,0.0001039156781921829,0.015400461559191685,0.002151897532596913,-0.016037417489468957,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.012915968012410146,0.00018631574556361488,0.010819402330013531,-0.020126842837569187,-0.010853659146830074,True,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.005047519949696187,0.0001039156781921829,0.015400461559191685,0.002151897532596913,-0.016037417489468957,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.005047519949696187,0.02779861424047771,-0.2518864306743564,-0.03519594439291207,0.26230433634281025,False,True,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.012915968012410146,0.00018631574556361488,0.010819402330013531,-0.020126842837569187,-0.010853659146830074,True,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.005047519949696187,0.0001039156781921829,0.015400461559191685,0.002151897532596913,-0.016037417489468957,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.005047519949696187,0.0001039156781921829,0.015400461559191685,0.002151897532596913,-0.016037417489468957,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,0.0168819528608589,-0.18009359170910338,-0.03340227921041762,0.1902388391121438,False,True,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,0.0168819528608589,-0.18009359170910338,-0.03340227921041762,0.1902388391121438,False,True,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,0.0168819528608589,-0.18009359170910338,-0.03340227921041762,0.1902388391121438,False,True,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
0.003231666146809458,6.963231835276005e-05,0.011566243879636775,0.0021452118524447304,-0.012217807350437291,False,False,"Approximate influence diagnostics from auxiliary standard logit, not Firth-native."
